Preview_ID,Category,Preview_File,Preview_Path,Model_File,Model_Path,Base_Object_ID,View_Number,Variant,Korean_Name,English_Name,Material_or_Ship_Type,Period_or_Date,Location,Measurement_Basis,Length_Min_m,Length_Max_m,Width_Min_m,Width_Max_m,Height_Min_m,Height_Max_m,Diameter_m,Rim_Diameter_m,Foot_Diameter_m,Bottom_Diameter_m,Inner_Base_Ring_Diameter_m,Opening_Diameter_m,Foot_Height_Inner_m,Foot_Height_Outer_m,Handle_Height_m,Handle_Diameter_m,Component_Length_m,Component_Width_m,Handle_or_Stem_Width_Min_m,Handle_or_Stem_Width_Max_m,Thickness_Min_m,Thickness_Max_m,Draft_m,Gross_Tonnage_GT,Overall_Length_m,Overall_Width_m,Overall_Height_m,Size_Status,Confidence,Estimation_Method,Source_1,Source_1_URL,Source_Page_or_Record,Source_2,Source_2_URL,Source_Notes,Model_Match_Status,Unit
ceramics_032,Ceramics,mado19-12_1.png,3d modeling/ceramics/preview_images/mado19-12_1.png,mado19-12_1.fbx,3d modeling/ceramics/original_models/mado19-12_1.fbx,mado19-12,1,view/model 1,청자잔,Celadon Cup,Celadon cup,고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured object; height is a range,,,,,0.049,0.051,,0.084,0.046,,,,0.003,0.006,,,,,,,0.0025,0.0045,,,0.084,0.084,0.051,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.128, record 091",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_033,Ceramics,mado19-12_2.png,3d modeling/ceramics/preview_images/mado19-12_2.png,mado19-12_2.fbx,3d modeling/ceramics/original_models/mado19-12_2.fbx,mado19-12,2,view/model 2,청자잔,Celadon Cup,Celadon cup,고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured object; height is a range,,,,,0.049,0.051,,0.084,0.046,,,,0.003,0.006,,,,,,,0.0025,0.0045,,,0.084,0.084,0.051,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.128, record 091",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_034,Ceramics,mado19-12_3.png,3d modeling/ceramics/preview_images/mado19-12_3.png,mado19-12_3.fbx,3d modeling/ceramics/original_models/mado19-12_3.fbx,mado19-12,3,view/model 3,청자잔,Celadon Cup,Celadon cup,고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured object; height is a range,,,,,0.049,0.051,,0.084,0.046,,,,0.003,0.006,,,,,,,0.0025,0.0045,,,0.084,0.084,0.051,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.128, record 091",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_035,Ceramics,mado19-29_1.png,3d modeling/ceramics/preview_images/mado19-29_1.png,mado19-29_1.fbx,3d modeling/ceramics/original_models/mado19-29_1.fbx,mado19-29,1,view/model 1,도기화로,Earthenware Brazier,Earthenware brazier,,태안 마도해역 / Waters off Taean–Mado,Measured object; height is a range,,,,,0.238,0.244,0.434,,,0.238,,,,,,,,,,,0.0065,0.013,,,0.434,0.434,0.244,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.150, record 123",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_036,Ceramics,mado19-29_2.png,3d modeling/ceramics/preview_images/mado19-29_2.png,mado19-29_2.fbx,3d modeling/ceramics/original_models/mado19-29_2.fbx,mado19-29,2,view/model 2,도기화로,Earthenware Brazier,Earthenware brazier,,태안 마도해역 / Waters off Taean–Mado,Measured object; height is a range,,,,,0.238,0.244,0.434,,,0.238,,,,,,,,,,,0.0065,0.013,,,0.434,0.434,0.244,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.150, record 123",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_037,Ceramics,mado19-29_3.png,3d modeling/ceramics/preview_images/mado19-29_3.png,mado19-29_3.fbx,3d modeling/ceramics/original_models/mado19-29_3.fbx,mado19-29,3,view/model 3,도기화로,Earthenware Brazier,Earthenware brazier,,태안 마도해역 / Waters off Taean–Mado,Measured object; height is a range,,,,,0.238,0.244,0.434,,,0.238,,,,,,,,,,,0.0065,0.013,,,0.434,0.434,0.244,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.150, record 123",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_038,Ceramics,mado19-31_1.png,3d modeling/ceramics/preview_images/mado19-31_1.png,mado19-31_1.fbx,3d modeling/ceramics/original_models/mado19-31_1.fbx,mado19-31,1,view/model 1,청자발편,Shard of Celadon Bowl,"Celadon bowl fragment, type II-2Aa",고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured height; restored rim and foot diameters,,,,,0.091,0.091,,0.166,0.069,,,,0.014,0.016,,,,,,,0.003,0.0065,,,0.166,0.166,0.091,Mixed measured and restored dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.77, record 012",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_039,Ceramics,mado19-31_2.png,3d modeling/ceramics/preview_images/mado19-31_2.png,mado19-31_2.fbx,3d modeling/ceramics/original_models/mado19-31_2.fbx,mado19-31,2,view/model 2,청자발편,Shard of Celadon Bowl,"Celadon bowl fragment, type II-2Aa",고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured height; restored rim and foot diameters,,,,,0.091,0.091,,0.166,0.069,,,,0.014,0.016,,,,,,,0.003,0.0065,,,0.166,0.166,0.091,Mixed measured and restored dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.77, record 012",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_040,Ceramics,mado19-31_3.png,3d modeling/ceramics/preview_images/mado19-31_3.png,mado19-31_3.fbx,3d modeling/ceramics/original_models/mado19-31_3.fbx,mado19-31,3,view/model 3,청자발편,Shard of Celadon Bowl,"Celadon bowl fragment, type II-2Aa",고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured height; restored rim and foot diameters,,,,,0.091,0.091,,0.166,0.069,,,,0.014,0.016,,,,,,,0.003,0.0065,,,0.166,0.166,0.091,Mixed measured and restored dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.77, record 012",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_041,Ceramics,mado19-7_1.png,3d modeling/ceramics/preview_images/mado19-7_1.png,mado19-7_1.fbx,3d modeling/ceramics/original_models/mado19-7_1.fbx,mado19-7,1,view/model 1,청자발편,Shard of Celadon Bowl,"Celadon bowl fragment, type II-1Aa",고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured height; restored rim and foot diameters,,,,,0.062,0.062,,0.168,0.066,,,,0.004,0.0095,,,,,,,0.003,0.009,,,0.168,0.168,0.062,Mixed measured and restored dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.75, record 008",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_042,Ceramics,mado19-7_2.png,3d modeling/ceramics/preview_images/mado19-7_2.png,mado19-7_2.fbx,3d modeling/ceramics/original_models/mado19-7_2.fbx,mado19-7,2,view/model 2,청자발편,Shard of Celadon Bowl,"Celadon bowl fragment, type II-1Aa",고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured height; restored rim and foot diameters,,,,,0.062,0.062,,0.168,0.066,,,,0.004,0.0095,,,,,,,0.003,0.009,,,0.168,0.168,0.062,Mixed measured and restored dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.75, record 008",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
ceramics_043,Ceramics,mado19-7_3.png,3d modeling/ceramics/preview_images/mado19-7_3.png,mado19-7_3.fbx,3d modeling/ceramics/original_models/mado19-7_3.fbx,mado19-7,3,view/model 3,청자발편,Shard of Celadon Bowl,"Celadon bowl fragment, type II-1Aa",고려시대 / Goryeo period,태안 마도해역 / Waters off Taean–Mado,Measured height; restored rim and foot diameters,,,,,0.062,0.062,,0.168,0.066,,,,0.004,0.0095,,,,,,,0.003,0.009,,,0.168,0.168,0.062,Mixed measured and restored dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.75, record 008",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_044,Metal,mado18-120_1.png,3d modeling/metal/preview_images/mado18-120_1.png,mado18-120_1.fbx,3d modeling/metal/original_models/mado18-120_1.fbx,mado18-120,1,view/model 1,청동제뚜껑,Bronze Lid,Bronze lid,,태안 마도해역 / Waters off Taean–Mado,Measured body and handle separately,,,,,0.029,0.03,0.166,,,,,,,,0.08,0.114,,,,,0.0005,0.01,,,0.166,0.166,0.11,Source-reported dimensions; total height combines body and handle,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.208, record 199",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_045,Metal,mado18-120_2.png,3d modeling/metal/preview_images/mado18-120_2.png,mado18-120_2.fbx,3d modeling/metal/original_models/mado18-120_2.fbx,mado18-120,2,view/model 2,청동제뚜껑,Bronze Lid,Bronze lid,,태안 마도해역 / Waters off Taean–Mado,Measured body and handle separately,,,,,0.029,0.03,0.166,,,,,,,,0.08,0.114,,,,,0.0005,0.01,,,0.166,0.166,0.11,Source-reported dimensions; total height combines body and handle,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.208, record 199",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_046,Metal,mado18-120_3.png,3d modeling/metal/preview_images/mado18-120_3.png,mado18-120_3.fbx,3d modeling/metal/original_models/mado18-120_3.fbx,mado18-120,3,view/model 3,청동제뚜껑,Bronze Lid,Bronze lid,,태안 마도해역 / Waters off Taean–Mado,Measured body and handle separately,,,,,0.029,0.03,0.166,,,,,,,,0.08,0.114,,,,,0.0005,0.01,,,0.166,0.166,0.11,Source-reported dimensions; total height combines body and handle,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.208, record 199",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_047,Metal,mado18-36_1.png,3d modeling/metal/preview_images/mado18-36_1.png,mado18-36_1.fbx,3d modeling/metal/original_models/mado18-36_1.fbx,mado18-36,1,view/model 1,원풍통보,Yuanfeng Tongbao Coin,Copper-alloy coin,"북송 원풍 연간, 1078–1085 / Northern Song",태안 마도해역 / Waters off Taean–Mado,Measured coin,,,,,,,0.025,,,,,0.006,,,,,,,,,0.0009,0.0012,,,0.025,0.025,0.0012,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.210, record 206",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Opening_Diameter_m stores the reported square-hole width.,Exact basename match in current repository inventory,m
metal_048,Metal,mado18-36_2.png,3d modeling/metal/preview_images/mado18-36_2.png,mado18-36_2.fbx,3d modeling/metal/original_models/mado18-36_2.fbx,mado18-36,2,view/model 2,원풍통보,Yuanfeng Tongbao Coin,Copper-alloy coin,"북송 원풍 연간, 1078–1085 / Northern Song",태안 마도해역 / Waters off Taean–Mado,Measured coin,,,,,,,0.025,,,,,0.006,,,,,,,,,0.0009,0.0012,,,0.025,0.025,0.0012,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.210, record 206",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Opening_Diameter_m stores the reported square-hole width.,Exact basename match in current repository inventory,m
metal_049,Metal,mado18-44_1.png,3d modeling/metal/preview_images/mado18-44_1.png,mado18-44_1.fbx,3d modeling/metal/original_models/mado18-44_1.fbx,mado18-44,1,view/model 1,청동숟가락,Bronze Spoon,Bronze spoon,,태안 마도해역 / Waters off Taean–Mado,Measured object and components,0.203,0.203,,,,,,,,,,,,,,,0.066,0.034,0.0055,0.011,0.001,0.004,,,0.203,0.034,0.004,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.209, record 201",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_050,Metal,mado18-44_2.png,3d modeling/metal/preview_images/mado18-44_2.png,mado18-44_2.fbx,3d modeling/metal/original_models/mado18-44_2.fbx,mado18-44,2,view/model 2,청동숟가락,Bronze Spoon,Bronze spoon,,태안 마도해역 / Waters off Taean–Mado,Measured object and components,0.203,0.203,,,,,,,,,,,,,,,0.066,0.034,0.0055,0.011,0.001,0.004,,,0.203,0.034,0.004,Source-reported dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.209, record 201",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_051,Metal,mado19-20_1.png,3d modeling/metal/preview_images/mado19-20_1.png,mado19-20_1.fbx,3d modeling/metal/original_models/mado19-20_1.fbx,mado19-20,1,view/model 1,철제솥뚜껑,Iron Pot Lid,Iron pot lid,,태안 마도해역 / Waters off Taean–Mado,Measured body and handle separately,,,,,0.053,0.053,0.159,,,,,,,,0.023,,,,,,0.004,0.009,,,0.159,0.159,0.076,Source-reported dimensions; total height combines body and handle,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.208, record 198",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_052,Metal,mado19-20_2.png,3d modeling/metal/preview_images/mado19-20_2.png,mado19-20_2.fbx,3d modeling/metal/original_models/mado19-20_2.fbx,mado19-20,2,view/model 2,철제솥뚜껑,Iron Pot Lid,Iron pot lid,,태안 마도해역 / Waters off Taean–Mado,Measured body and handle separately,,,,,0.053,0.053,0.159,,,,,,,,0.023,,,,,,0.004,0.009,,,0.159,0.159,0.076,Source-reported dimensions; total height combines body and handle,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.208, record 198",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_053,Metal,mado19-43_1.png,3d modeling/metal/preview_images/mado19-43_1.png,mado19-43_1.fbx,3d modeling/metal/original_models/mado19-43_1.fbx,mado19-43,1,view/model 1,동제담뱃대,Copper Tobacco Pipe,Copper tobacco pipe,,태안 마도해역 / Waters off Taean–Mado,Source length and openings; envelope height estimated,0.119,0.119,,,0.025,0.035,,,,,,0.016,,,,,0.008,0.008,,,,,,,0.119,0.016,0.035,Mixed source dimensions and approximate envelope height,Medium,Height estimated from the pipe-bowl opening and preview proportions; the report does not state total height.,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.207, record 207",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_054,Metal,mado19-43_2.png,3d modeling/metal/preview_images/mado19-43_2.png,mado19-43_2.fbx,3d modeling/metal/original_models/mado19-43_2.fbx,mado19-43,2,view/model 2,동제담뱃대,Copper Tobacco Pipe,Copper tobacco pipe,,태안 마도해역 / Waters off Taean–Mado,Source length and openings; envelope height estimated,0.119,0.119,,,0.025,0.035,,,,,,0.016,,,,,0.008,0.008,,,,,,,0.119,0.016,0.035,Mixed source dimensions and approximate envelope height,Medium,Height estimated from the pipe-bowl opening and preview proportions; the report does not state total height.,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.207, record 207",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
metal_055,Metal,mado19-43_3.png,3d modeling/metal/preview_images/mado19-43_3.png,mado19-43_3.fbx,3d modeling/metal/original_models/mado19-43_3.fbx,mado19-43,3,view/model 3,동제담뱃대,Copper Tobacco Pipe,Copper tobacco pipe,,태안 마도해역 / Waters off Taean–Mado,Source length and openings; envelope height estimated,0.119,0.119,,,0.025,0.035,,,,,,0.016,,,,,0.008,0.008,,,,,,,0.119,0.016,0.035,Mixed source dimensions and approximate envelope height,Medium,Height estimated from the pipe-bowl opening and preview proportions; the report does not state total height.,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.207, record 207",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
wooden_056,Wooden,mado18-160_1.png,3d modeling/wooden/preview_images/mado18-160_1.png,mado18-160_1.fbx,3d modeling/wooden/original_models/mado18-160_1.fbx,mado18-160,1,view/model 1,추정말뚝편,Fragment of a Probable Wooden Stake,Wooden stake fragment,,태안 마도해역 / Waters off Taean–Mado,Remaining fragment measurements,0.326,0.326,0.05,0.083,,,,,,,,,,,,,,,,,0.025,0.071,,,0.326,0.083,0.071,Source-reported remaining dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.217, record 217",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
wooden_057,Wooden,mado18-160_2.png,3d modeling/wooden/preview_images/mado18-160_2.png,mado18-160_2.fbx,3d modeling/wooden/original_models/mado18-160_2.fbx,mado18-160,2,view/model 2,추정말뚝편,Fragment of a Probable Wooden Stake,Wooden stake fragment,,태안 마도해역 / Waters off Taean–Mado,Remaining fragment measurements,0.326,0.326,0.05,0.083,,,,,,,,,,,,,,,,,0.025,0.071,,,0.326,0.083,0.071,Source-reported remaining dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.217, record 217",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
wooden_058,Wooden,mado18-160_3.png,3d modeling/wooden/preview_images/mado18-160_3.png,mado18-160_3.fbx,3d modeling/wooden/original_models/mado18-160_3.fbx,mado18-160,3,view/model 3,추정말뚝편,Fragment of a Probable Wooden Stake,Wooden stake fragment,,태안 마도해역 / Waters off Taean–Mado,Remaining fragment measurements,0.326,0.326,0.05,0.083,,,,,,,,,,,,,,,,,0.025,0.071,,,0.326,0.083,0.071,Source-reported remaining dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.217, record 217",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
wooden_059,Wooden,mado18-24_1.png,3d modeling/wooden/preview_images/mado18-24_1.png,mado18-24_1.fbx,3d modeling/wooden/original_models/mado18-24_1.fbx,mado18-24,1,view/model 1,용도미상 목제품,Unidentified Wooden Object,Wooden object,,태안 마도해역 / Waters off Taean–Mado,Remaining fragment measurements,0.095,0.095,0.153,0.153,,,,,,,,,,,,,,,,,0.003,0.009,,,0.095,0.153,0.009,Source-reported remaining dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.216, record 216",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
wooden_060,Wooden,mado18-24_2.png,3d modeling/wooden/preview_images/mado18-24_2.png,mado18-24_2.fbx,3d modeling/wooden/original_models/mado18-24_2.fbx,mado18-24,2,view/model 2,용도미상 목제품,Unidentified Wooden Object,Wooden object,,태안 마도해역 / Waters off Taean–Mado,Remaining fragment measurements,0.095,0.095,0.153,0.153,,,,,,,,,,,,,,,,,0.003,0.009,,,0.095,0.153,0.009,Source-reported remaining dimensions,High,,2021년 태안 마도해역 시굴조사 보고서 / Waters off the Taean–Mado Underwater Excavation (2021),https://www.seamuse.go.kr/resources/academiccultural/info/2894,"p.216, record 216",GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,,Exact basename match in current repository inventory,m
modern_ship_061,Modern Ship,Aleksei_ship1.jpg,3d modeling/shipwreck/preview_images/Aleksei_ship1.jpg,Aleksei_ship1.fbx,3d modeling/shipwreck/original_models/Aleksei_ship1.fbx,aleksei,1,variant 1,알렉세이호,Aleksei,Unverified modern shipwreck,,,"Reported, derived, or approximate dimensions as labeled",55.0,70.0,9.0,12.0,5.0,8.0,,,,,,,,,,,,,,,,,,,70.0,12.0,8.0,Approximate; authoritative vessel match not found,Low,Broad envelope based on a medium steel merchant or fishing vessel model class.,GitHub preview/model filenames,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Aleksei_ship1,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,No authoritative vessel identity was matched from the filename alone. Dimensions are simulation-scale estimates.,Matched to current repository model filename,m
modern_ship_062,Modern Ship,Aleksei_ship2.jpg,3d modeling/shipwreck/preview_images/Aleksei_ship2.jpg,Alesksei_ship2.fbx,3d modeling/shipwreck/original_models/Alesksei_ship2.fbx,aleksei,2,variant 2; model filename retains Alesksei spelling,알렉세이호,Aleksei,Unverified modern shipwreck,,,"Reported, derived, or approximate dimensions as labeled",55.0,70.0,9.0,12.0,5.0,8.0,,,,,,,,,,,,,,,,,,,70.0,12.0,8.0,Approximate; authoritative vessel match not found,Low,Broad envelope based on a medium steel merchant or fishing vessel model class.,GitHub preview/model filenames,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Aleksei_ship2 / Alesksei_ship2,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,No authoritative vessel identity was matched from the filename alone. Dimensions are simulation-scale estimates.,Matched to current repository model filename,m
modern_ship_063,Modern Ship,Cosmos_ship.jpg,3d modeling/shipwreck/preview_images/Cosmos_ship.jpg,Cosmos_ship.fbx,3d modeling/shipwreck/original_models/Cosmos_ship.fbx,cosmos,1,single project model,코스모스호,Cosmos,Unverified modern shipwreck,,,"Reported, derived, or approximate dimensions as labeled",60.0,75.0,11.0,14.0,6.0,9.0,,,,,,,,,,,,,,,,,,,75.0,14.0,9.0,Approximate; authoritative vessel match not found,Low,Broad envelope based on a medium passenger or fishing-vessel model class.,GitHub preview/model filename,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Cosmos_ship,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,No authoritative vessel identity was matched from the filename alone. Dimensions are simulation-scale estimates.,Matched to current repository model filename,m
modern_ship_064,Modern Ship,Dongsheng.jpg,3d modeling/shipwreck/preview_images/Dongsheng.jpg,Dongsheng.fbx,3d modeling/shipwreck/original_models/Dongsheng.fbx,dongsheng,1,single project model,둥성호(파일명 음역),Dongsheng,Unverified modern shipwreck,,,"Reported, derived, or approximate dimensions as labeled",60.0,85.0,11.0,15.0,6.0,10.0,,,,,,,,,,,,,,,,,,,85.0,15.0,10.0,Approximate; authoritative vessel match not found,Low,Broad envelope based on a medium general-cargo or fishing-vessel model class.,GitHub preview/model filename,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,Dongsheng,GitHub project inventory and model metadata,https://github.com/KateHwang0929/shipwreck-sonar-ai/tree/main/3d%20modeling,"Korean name is a phonetic rendering of the filename, not a verified registered vessel name.",Matched to current repository model filename,m
